CRS Code,Station Name,Sixteen Character Name,Longitude,Latitude,Station Operator,National Location Code,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Postcode,Ticket Office Mon-Fri Start,Ticket Office Mon-Fri End,Ticket Office Sat Start,Ticket Office Sat End,Ticket Office Sun Start,Ticket Office Sun End,Toilets Available,Wheelchairs Available
RYH,Rye House,RYE HOUSE,0.005637565,51.76941544,LE,682000,,,,,,06:15:00.000,13:00:00.000,07:45:00.000,14:30:00.000,,,false,
SFD,Salford Central,SALFORD CENTRAL,-2.255532721,53.48277848,NT,279800,,,,,,,,06:25:00.000,19:35:00.000,,,true,
SLD,Salford Crescent,SALFORD CRESCENT,-2.275750605,53.48659869,NT,279400,,,,,,,,06:30:00.000,21:45:00.000,09:10:00.000,16:00:00.000,true,
SAF,Salfords (Surrey),SALFORDS SURREY,-0.162487674,51.20174387,SN,538000,,,,,,06:30:00.000,10:35:00.000,,,,,true,false
SAH,Salhouse,SALHOUSE,1.391426504,52.67560081,LE,731800,,,,,,,,,,,,false,
SAL,Salisbury,SALISBURY.,-1.806389093,51.07054404,SW,566300,,,,,,05:30:00.000,20:00:00.000,06:20:00.000,19:30:00.000,08:10:00.000,20:00:00.000,true,true
SAE,Saltaire,SALTAIRE,-1.791618606,53.83889296,NT,856100,,,,,,,,,,,,false,
STS,Saltash,SALTASH,-4.20915696,50.40734763,GW,358700,,,,,,,,,,,,false,false
SLB,Saltburn,SALTBURN.,-0.974136266,54.58345549,NT,795100,,,,,,,,,,,,false,
SLT,Saltcoats,SALTCOATS,-4.784284143,55.63387161,SR,954700,,,,,,,,08:15:00.000,16:00:00.000,10:15:00.000,13:00:00.000,false,true
SAM,Saltmarshe,SALTMARSHE,-0.810007666,53.7223492,NT,803300,,,,,,,,,,,,false,
SLW,Salwick,SALWICK,-2.819773179,53.78171338,NT,267300,,,,,,,,,,,,false,
SMC,Sampford Courtenay,SAMCRT,-3.937485,50.778968,GW,872400,,,,,,,,,,,,false,
SNA,Sandal & Agbrigg,-,-1.481487026,53.66313829,NT,835800,,,,,,,,,,,,false,
SDB,Sandbach,SANDBACH,-2.3935123,53.15018835,NT,126100,,,,,,06:30:00.000,13:00:00.000,07:20:00.000,13:50:00.000,,,false,
SNR,Sanderstead,SANDERSTEAD,-0.093673971,51.34828313,SN,543300,,,,,,05:50:00.000,00:10:00.000,05:50:00.000,23:35:00.000,07:40:00.000,23:45:00.000,true,false
SDL,Sandhills,SANDHILLS,-2.991497322,53.42994809,ME,224900,,,,,,,,05:44:00.000,00:16:00.000,07:59:00.000,00:16:00.000,true,
SND,Sandhurst (Berks),SANDHURST BERKS,-0.803914472,51.34647568,GW,564600,,,,,,,,,,,,false,
SDG,Sandling,SANDLING,1.066064128,51.0903696,SE,502500,,,,,,06:20:00.000,13:00:00.000,,,,,false,
SAN,Sandown,SANDOWN,-1.162388386,50.65685392,IL,552500,,,,,,,,,,,,false,false
SDP,Sandplace,SANDPLACE,-4.464517438,50.38674429,GW,358400,,,,,,,,,,,,false,
SAD,Sandwell & Dudley,-,-2.01174306,52.50862411,WM,114900,,,,,,05:20:00.000,20:00:00.000,05:20:00.000,19:00:00.000,08:00:00.000,19:00:00.000,true,
SDW,Sandwich,SANDWICH,1.342584118,51.26990727,SE,502600,,,,,,06:30:00.000,11:00:00.000,06:30:00.000,11:00:00.000,,,true,
SDY,Sandy,SANDY,-0.28117,52.12474,GN,617200,,,,,,06:00:00.000,12:25:00.000,06:45:00.000,13:10:00.000,,,true,true
SNK,Sankey for Penketh,SANKEY,-2.650467264,53.39247998,NT,238800,,,,,,,,,,,,false,false
SQH,Sanquhar,SANQUHAR,-3.924523151,55.37016496,SR,954900,,,,,,,,,,,,false,false
SRR,Sarn,SARN,-3.589932796,51.53872014,AW,427000,,,,,,,,,,,,false,false
SDF,Saundersfoot,SAUNDERSFOOT,-4.716619622,51.72209314,AW,410800,,,,,,,,,,,,false,false
SDR,Saunderton,SAUNDERTON,-0.825468633,51.67590446,CH,305600,,,,,,,,,,,,false,
SAW,Sawbridgeworth,SAWBRIDGEWORTH,0.160425068,51.81435127,LE,680600,,,,,,06:15:00.000,14:00:00.000,06:15:00.000,14:15:00.000,08:00:00.000,17:00:00.000,false,
SXY,Saxilby,SAXILBY,-0.664040791,53.26722423,EM,632800,,,,,,,,,,,,false,
SAX,Saxmundham,SAXMUNDHAM.,1.490176361,52.21491694,LE,722400,,,,,,,,,,,,false,
SCA,Scarborough,SCARBOROUGH,-0.405706875,54.27980423,TP,818500,,,,,,06:15:00.000,20:00:00.000,06:15:00.000,20:00:00.000,08:30:00.000,20:00:00.000,true,true
SCT,Scotscalder,SCOTSCALDER,-3.552066936,58.48297756,SR,867200,,,,,,,,,,,,false,false
SCH,Scotstounhill,SCOTSTOUNHILL,-4.352883014,55.8851271,SR,999600,,,,,,06:20:00.000,19:30:00.000,07:20:00.000,20:30:00.000,,,false,false
SCU,Scunthorpe,SCUNTHORPE,-0.650979553,53.58619519,TP,645600,,,,,,05:45:00.000,19:30:00.000,05:45:00.000,19:30:00.000,08:45:00.000,19:30:00.000,true,true
SML,Sea Mills,SEA MILLS,-2.650110484,51.47953406,GW,325400,,,,,,,,,,,,false,false
SEF,Seaford (Sussex),SEAFORD SUSSEX,0.100140227,50.77283582,SN,533300,,,,,,06:10:00.000,19:35:00.000,06:10:00.000,19:35:00.000,08:25:00.000,16:00:00.000,,false
SFL,Seaforth & Litherland,-,-3.005295121,53.46611293,ME,225000,,,,,,,,05:52:00.000,00:07:00.000,08:07:00.000,00:07:00.000,true,
SEA,Seaham,SEAHAM,-1.340923595,54.83664804,NT,781400,,,,,,,,,,,,false,
SEM,Seamer,SEAMER,-0.417034229,54.24076317,TP,817800,,,,,,,,,,,,false,
SSC,Seascale,SEASCALE,-3.484886294,54.39564109,NT,200300,,,,,,,,,,,,false,false
SEC,Seaton Carew,SEATON CAREW,-1.200423075,54.65831825,NT,800700,,,,,,,,,,,,false,
SEJ,Seaton Delaval,SEATON DELAVAL,-1.5367301,55.0759071,NT,923500,,,,,,,,,,,,false,false
SRG,Seer Green & Jordans,SEER GREEN,-0.607428365,51.60966864,CH,306100,,,,,,06:10:00.000,10:40:00.000,,,,,true,false
SBY,Selby,SELBY.,-1.063555365,53.78338472,TP,820100,,,,,,06:00:00.000,19:45:00.000,06:00:00.000,19:45:00.000,09:15:00.000,19:00:00.000,true,true
SRS,Selhurst,SELHURST,-0.087945474,51.39169797,SN,543400,,,,,,06:15:00.000,19:30:00.000,07:05:00.000,20:30:00.000,09:10:00.000,16:45:00.000,true,false
SEL,Sellafield,SELLAFIELD,-3.51045609,54.41659024,NT,200400,,,,,,,,,,,,true,
SEG,Selling,SELLING,0.94088939,51.27735954,SE,517900,,,,,,,,,,,,false,
SLY,Selly Oak,SELLY OAK.,-1.935812243,52.44198975,WM,110500,,,,,,06:00:00.000,21:00:00.000,07:00:00.000,21:00:00.000,09:00:00.000,19:00:00.000,true,
SET,Settle,SETTLE,-2.280711727,54.06692419,NT,210700,,,,,,07:15:00.000,16:40:00.000,09:15:00.000,18:00:00.000,09:30:00.000,18:00:00.000,true,false
SVK,Seven Kings,SEVEN KINGS,0.0963182717,51.5640458726,XR,689300,,,,,,06:10:00.000,19:40:00.000,06:10:00.000,19:00:00.000,08:10:00.000,15:40:00.000,true,true
SVS,Seven Sisters,SEVEN SISTERS,-0.0748929164,51.5825108428,LO,693100,,,,,,,,,,,,true,true
SEV,Sevenoaks,SEVENOAKS.,0.18168053,51.27686256,SE,512400,,,,,,06:15:00.000,21:00:00.000,06:15:00.000,21:00:00.000,07:15:00.000,21:15:00.000,true,true
SVB,Severn Beach,SEVERN BEACH,-2.66427711,51.55955383,GW,320500,,,,,,,,,,,,false,
STJ,Severn Tunnel Junction,STJ,-2.77876,51.5847,AW,3679,,,,,,06:00:00.000,10:30:00.000,,,,,,false
SDE,Shadwell,SHADWEL,-0.057454,51.510931,LO,1082,,,,,,07:30:00.000,10:00:00.000,,,,,false,true
SFR,Shalford (Surrey),SHALFORD,-0.566799182,51.21431997,GW,563800,,,,,,,,,,,,false,false
SHN,Shanklin,SHANKLIN,-1.179835636,50.63390141,IL,552900,,,,,,06:50:00.000,12:30:00.000,07:45:00.000,15:00:00.000,08:00:00.000,15:15:00.000,true,false
SFI,Shawfair,SHWFAIR,-3.0884433,55.915359,SR,696300,,,,,,,,,,,,false,
SHW,Shawford,SHAWFORD,-1.328195204,51.02181488,SW,592900,,,,,,,,,,,,false,false
SHL,Shawlands,SHAWLANDS,-4.29233699,55.82919724,SR,982300,,,,,,,,,,,,false,false
SSS,Sheerness-on-Sea,SHEERNESS ON SEA,0.758547575,51.44106166,SE,518400,,,,,,06:30:00.000,13:10:00.000,06:30:00.000,13:15:00.000,07:45:00.000,15:45:00.000,false,
SHF,Sheffield,SHEFFIELD.,-1.462104529,53.37823538,EM,669100,,,,,,05:00:00.000,22:50:00.000,05:00:00.000,22:50:00.000,07:45:00.000,23:00:00.000,true,true
SED,Shelford (Cambs),SHELFORD,0.139981977,52.14884103,LE,704300,,,,,,06:00:00.000,10:30:00.000,,,,,false,false
SNF,Shenfield,SHENFIELD.,0.329854866,51.63088441,LE,688800,,,,,,06:10:00.000,20:00:00.000,06:10:00.000,20:00:00.000,07:10:00.000,20:10:00.000,true,true
SEN,Shenstone,SHENSTONE,-1.84478804,52.63905886,WM,117800,,,,,,07:00:00.000,10:00:00.000,07:00:00.000,10:00:00.000,,,false,
SPB,Shepherd's Bush,SHEPHERDS BUSH,-0.2176522962,51.5052892923,LO,9587,,,,,,07:30:00.000,10:00:00.000,09:15:00.000,14:45:00.000,10:15:00.000,11:15:00.000,false,true
SPH,Shepherds Well,SHEPHERDS WELL,1.229922503,51.18840091,SE,518600,,,,,,06:30:00.000,11:00:00.000,,,,,true,
SPY,Shepley,SHEPLEY,-1.704017926,53.58920057,NT,844800,,,,,,,,,,,,false,
SHP,Shepperton,SHEPPERTON,-0.446776819,51.39680664,SW,560500,,,,,,06:25:00.000,13:00:00.000,08:00:00.000,13:00:00.000,09:00:00.000,13:00:00.000,false,false
STH,Shepreth,SHEPRETH,0.031332,52.11417,GN,704400,,,,,,,,,,,,false,false
SHE,Sherborne,SHERBORNE,-2.513081696,50.94400636,SW,583500,,,,,,,,08:00:00.000,15:00:00.000,,,true,true
SIE,Sherburn-in-Elmet,SHERBURN IN ELMT,-1.232684076,53.79717016,NT,825700,,,,,,,,,,,,false,false
SHM,Sheringham,SHERINGHAM.,1.211327178,52.94088541,LE,731900,,,,,,,,,,,,false,
SLS,Shettleston,SHETTLESTON,-4.160033636,55.85352186,SR,990300,,,,,,06:00:00.000,19:48:00.000,06:00:00.000,19:48:00.000,07:30:00.000,15:30:00.000,true,false
SDM,Shieldmuir,SHIELDMUIR,-3.956991069,55.77748196,SR,955200,,,,,,,,,,,,false,
SFN,Shifnal,SHIFNAL,-2.371848866,52.66608646,WM,461900,,,,,,,,,,,,false,
SHD,Shildon,SHILDON,-1.637535646,54.62680318,NT,789300,,,,,,,,,,,,false,
SHI,Shiplake,SHIPLAKE,-0.882524379,51.51121587,GW,315000,,,,,,,,,,,,false,false
SHY,Shipley (Yorks),SHIPLEY YORKS,-1.773263392,53.83274772,NT,834700,,,,,,,,06:10:00.000,19:15:00.000,08:45:00.000,18:00:00.000,true,true
SPP,Shippea Hill,SHIPPEA HILL,0.413355863,52.43023398,LE,707300,,,,,,,,,,,,false,
SIP,Shipton,SHIPTON,-1.5926996,51.86565386,GW,300900,,,,,,,,,,,,false,false
SHB,Shirebrook,SHIREBROOK,-1.202442721,53.20426177,EM,159500,,,,,,,,,,,,false,
SHH,Shirehampton,SHIREHAMPTON,-2.678266118,51.48458989,GW,320600,,,,,,,,,,,,false,false
SRO,Shireoaks,SHIREOAKS,-1.168215662,53.32484379,NT,657000,,,,,,,,,,,,false,
SRL,Shirley (West Midlands),SHIRLEY W MIDS.,-1.845175263,52.40343629,WM,452600,,,,,,,,08:00:00.000,20:00:00.000,10:00:00.000,14:00:00.000,true,
SRY,Shoeburyness,SHOEBURYNESS,0.7953607931,51.5309758701,CC,745500,,,,,,06:15:00.000,12:50:00.000,08:30:00.000,17:15:00.000,08:45:00.000,14:30:00.000,true,
SHO,Sholing,SHOLING,-1.364351502,50.89674031,SW,593000,,,,,,,,,,,,false,false
SDC,Shoreditch High Street,SHRDHST,-0.075684,51.522922,LO,1024,,,,,,07:30:00.000,10:00:00.000,09:45:00.000,17:15:00.000,11:15:00.000,17:45:00.000,false,true
SEH,Shoreham (Kent),SHOREHAM KENT,0.188901812,51.3322173,SE,507400,,,,,,,,,,,,false,
SSE,Shoreham-by-Sea,SHOREHAM BY SEA,-0.271709718,50.83442192,SN,527700,,,,,,05:40:00.000,19:55:00.000,06:10:00.000,19:45:00.000,06:25:00.000,19:30:00.000,true,true
SRT,Shortlands,SHORTLANDS,0.002789316,51.40560506,SE,508400,,,,,,06:10:00.000,19:30:00.000,06:10:00.000,19:30:00.000,08:10:00.000,15:40:00.000,true,
SHT,Shotton,SHOTTON,-3.03789,53.2132,AW,254600,,,,,,07:30:00.000,12:30:00.000,08:45:00.000,13:45:00.000,,,false,false
SHS,Shotts,SHOTTS,-3.798315601,55.81863947,SR,973900,,,,,,06:45:00.000,09:15:00.000,08:15:00.000,12:30:00.000,,,false,false
SHR,Shrewsbury,SHREWSBURY,-2.74894276,52.71141159,AW,438700,,,,,,05:20:00.000,20:40:00.000,05:20:00.000,19:40:00.000,07:20:00.000,19:40:00.000,true,true
SID,Sidcup,SIDCUP,0.103326599,51.4344201,SE,512500,,,,,,06:10:00.000,19:50:00.000,06:10:00.000,19:50:00.000,08:10:00.000,19:40:00.000,true,true
SIL,Sileby,SILEBY,-1.10966224,52.73102158,EM,190200,,,,,,,,,,,,false,
SIC,Silecroft,SILECROFT,-3.335366346,54.22622466,NT,200000,,,,,,,,,,,,false,
SLK,Silkstone Common,SILKSTONE COMMON,-1.563474153,53.53493739,NT,678200,,,,,,,,,,,,false,
SLV,Silver Street,SILVER STREET,-0.0726416423,51.6152343768,LO,697200,,,,,,06:30:00.000,10:00:00.000,,,,,false,true
SVR,Silverdale,SILVERDALE,-2.803839018,54.16991444,NT,196800,,,,,,,,,,,,false,
SIN,Singer,SINGER,-4.405482609,55.90765879,SR,998800,,,,,,,,09:45:00.000,15:00:00.000,,,true,false
SIT,Sittingbourne,SITTINGBOURNE,0.734697529,51.34197466,SE,518700,,,,,,06:00:00.000,19:30:00.000,07:00:00.000,19:00:00.000,07:10:00.000,18:40:00.000,true,true
SKG,Skegness,SKEGNESS.,0.333903847,53.1430765,EM,626500,,,,,,07:55:00.000,16:30:00.000,07:55:00.000,16:30:00.000,,,true,true
SKE,Skewen,SKEWEN,-3.846536024,51.66138872,AW,421700,,,,,,,,,,,,false,false
SKI,Skipton,SKIPTON,-2.025878431,53.95870219,NT,272800,,,,,,05:50:00.000,18:20:00.000,05:50:00.000,18:20:00.000,09:00:00.000,16:30:00.000,true,true
SGR,Slade Green,SLADE GREEN,0.190504422,51.46778867,SE,515400,,,,,,06:10:00.000,12:50:00.000,07:10:00.000,13:50:00.000,,,true,
SWT,Slaithwaite,SLAITHWAITE,-1.881582946,53.62384413,NT,845000,,,,,,,,,,,,false,
SLA,Slateford,SLATEFORD,-3.243452507,55.92668195,SR,923600,,,,,,,,,,,,false,false
SLR,Sleaford,SLEAFORD,-0.41034233,52.99549349,EM,636200,,,,,,07:30:00.000,13:30:00.000,07:30:00.000,13:30:00.000,,,true,false
SLH,Sleights,SLEIGHTS,-0.662475769,54.46106173,NT,817900,,,,,,,,,,,,false,
SLO,Slough,SLOUGH.,-0.591504981,51.51187689,GW,317200,,,,,,06:00:00.000,21:30:00.000,06:30:00.000,21:30:00.000,07:00:00.000,21:30:00.000,true,true
SMA,Small Heath,SMALL HEATH.,-1.859388416,52.46376991,WM,453000,,,,,,07:00:00.000,10:00:00.000,,,,,false,
SAB,Smallbrook Junction,SMALLBROOK JN,-1.155074725,50.71120981,IL,549400,,,,,,,,,,,,false,false
SGB,Smethwick Galton Bridge,SMETHWICK GAL BG,-1.980495105,52.50179056,WM,111400,,,,,,,,08:00:00.000,16:00:00.000,10:00:00.000,13:00:00.000,false,
SMR,Smethwick Rolfe Street,SMETHWICK RLF ST,-1.97064313,52.49639441,WM,115000,,,,,,07:00:00.000,18:00:00.000,08:00:00.000,17:00:00.000,,,false,
SMB,Smithy Bridge,SMITHY BRIDGE,-2.113376557,53.63301726,NT,266000,,,,,,,,,,,,false,
SNI,Snaith,SNAITH,-1.028454207,53.69312867,NT,803600,,,,,,,,,,,,false,false
SDA,Snodland,SNODLAND,0.448246314,51.33022897,SE,518900,,,,,,06:00:00.000,12:30:00.000,,,,,true,
SWO,Snowdown,SNOWDOWN,1.213717174,51.21530252,SE,518500,,,,,,,,,,,,false,
SOJ,Soham,SOHAM,0.327694,52.334139,LE,524700,,,,,,,,,,,,false,
SOR,Sole Street,SOLE STREET,0.378100359,51.38314549,SE,512600,,,,,,06:30:00.000,10:30:00.000,,,,,true,
SOL,Solihull,SOLIHULL.,-1.7893935,52.414621,CH,452700,,,,,,05:35:00.000,00:00:00.000,06:15:00.000,00:00:00.000,09:10:00.000,23:50:00.000,true,
SYT,Somerleyton,SOMERLEYTON.,1.652277542,52.51025111,LE,732000,,,,,,,,,,,,false,
SAT,South Acton,SOUTH ACTON,-0.2701569616,51.4996997762,LO,145200,,,,,,07:30:00.000,10:00:00.000,,,,,false,true
SBK,South Bank,SOUTH BANK,-1.176660612,54.58383426,NT,795300,,,,,,,,,,,,false,
SBM,South Bermondsey,SOUTH BERMONDSEY,-0.054671432,51.48813928,SN,542500,,,,,,06:15:00.000,12:50:00.000,07:40:00.000,14:15:00.000,,,false,false
SCY,South Croydon,SOUTH CROYDON,-0.093452155,51.36296514,SN,541000,,,,,,06:20:00.000,19:45:00.000,06:20:00.000,19:45:00.000,08:10:00.000,15:45:00.000,true,false
SES,South Elmsall,SOUTH ELMSALL,-1.284860698,53.59462052,NT,835500,,,,,,,,,,,,false,
SGN,South Greenford,SOUTH GREENFORD,-0.336653369,51.53321485,GW,313800,,,,,,,,,,,,false,false
SGL,South Gyle,SOUTH GYLE,-3.299473655,55.93634763,SR,931800,,,,,,,,,,,,false,false
SOH,South Hampstead,SOUTH HAMPSTEAD,-0.1784404686,51.5414759012,LO,145100,,,,,,07:30:00.000,10:00:00.000,,,,,false,true
SOK,South Kenton,SOUTH KENTON,-0.3084627894,51.570220608,LT,145300,,,,,,,,,,,,false,
SMO,South Merton,SOUTH MERTON,-0.20551,51.40323,TL,529200,,,,,,,,,,,,false,false
SOM,South Milford,SOUTH MILFORD,-1.250529513,53.7823442,NT,814200,,,,,,,,,,,,false,
SRU,South Ruislip,SOUTH RUISLIP.,-0.3992477137,51.5569265569,LT,305700,,,,,,,,,,,,false,
STO,South Tottenham,SOUTH TOTTENHAM,-0.0718059032,51.5804187998,LO,740400,,,,,,,,,,,,false,true
SWS,South Wigston,SOUTH WIGSTON,-1.134080764,52.58224354,EM,194900,,,,,,,,,,,,false,
SOF,South Woodham Ferrers,WOODHAM FERRERS.,0.6066729,51.64966861,LE,689200,,,,,,06:15:00.000,12:45:00.000,,,,,false,
STL,Southall,SOUTHALL,-0.378613083,51.50596158,XR,318700,,,,,,06:30:00.000,19:30:00.000,06:30:00.000,19:30:00.000,08:10:00.000,15:30:00.000,true,true
SOA,Southampton Airport Parkway,SOUTHAMPTON AIR,-1.363101804,50.95080673,SW,592200,,,,,,05:45:00.000,20:00:00.000,05:45:00.000,20:00:00.000,07:45:00.000,20:10:00.000,true,true
SOU,Southampton Central,SOUTHAMPTON CTL.,-1.413602474,50.90743864,SW,593200,,,,,,05:40:00.000,20:45:00.000,06:00:00.000,20:45:00.000,06:30:00.000,20:45:00.000,true,true
SOB,Southbourne,SOUTHBOURNE,-0.90811384,50.84826453,SN,526300,,,,,,06:35:00.000,13:10:00.000,06:35:00.000,13:10:00.000,,,false,false
SBU,Southbury,SOUTHBURY,-0.0530188969,51.6484532766,LO,694700,,,,,,06:30:00.000,10:00:00.000,,,,,false,true
SEE,Southease,SOUTHEASE,0.030650137,50.83134913,SN,533900,,,,,,,,,,,,false,false
SIA,Southend Airport,Southend Airport,0.704052,51.568691,XS,478700,,,,,,,,,,,,true,true
SOC,Southend Central,SOUTHEND CENTRAL,0.7117404187,51.5370680411,CC,745600,,,,,,05:45:00.000,18:45:00.000,06:30:00.000,21:00:00.000,07:30:00.000,19:00:00.000,true,
SOE,Southend East,SOUTHEND EAST,0.7318291094,51.5389761049,CC,745700,,,,,,05:15:00.000,18:00:00.000,06:30:00.000,15:30:00.000,08:00:00.000,15:15:00.000,true,
SOV,Southend Victoria,SOUTHEND VIC,0.711514592,51.54151627,LE,742000,,,,,,05:30:00.000,22:00:00.000,06:30:00.000,21:00:00.000,06:40:00.000,22:00:00.000,true,true
SMN,Southminster,SOUTHMINSTER,0.835210668,51.66063093,LE,689000,,,,,,,,,,,,false,
SOP,Southport,SOUTHPORT.,-3.00244063,53.64652777,ME,226200,,,,,,,,05:28:00.000,00:37:00.000,07:43:00.000,00:37:00.000,true,
SHV,Southsea Hoverport,Southsea Hoverpt,-1.1001510216143862,50.78483737157359,HV,0362,,,,,,06:00:00.000,20:00:00.000,07:30:00.000,20:00:00.000,08:00:00.000,20:00:00.000,,
SWK,Southwick,SOUTHWICK,-0.237073077,50.83248265,SN,528600,,,,,,06:40:00.000,13:15:00.000,06:40:00.000,13:15:00.000,08:10:00.000,15:45:00.000,false,true
SOW,Sowerby Bridge,SOWERBY BRIDGE,-1.906950154,53.70790822,NT,852700,,,,,,,,,,,,false,
SPA,Spalding,SPALDING,-0.156873182,52.78882937,EM,638800,,,,,,06:30:00.000,14:30:00.000,06:30:00.000,14:30:00.000,,,true,true
SBR,Spean Bridge,SPEAN BRIDGE,-4.921608593,56.8899942,SR,883600,,,,,,,,,,,,false,false
SPI,Spital,SPITAL,-2.993914447,53.33995485,ME,219900,,,,,,,,05:32:00.000,00:19:00.000,07:37:00.000,00:19:00.000,true,
SPO,Spondon,SPONDON,-1.411093591,52.91188874,EM,169900,,,,,,,,,,,,false,
SPN,Spooner Row,SPOONER ROW,1.086491641,52.53501919,LE,737900,,,,,,,,,,,,false,
SRI,Spring Road,SPRING ROAD.,-1.837384708,52.44342372,WM,453500,,,,,,07:00:00.000,11:00:00.000,09:00:00.000,14:00:00.000,,,false,
SPR,Springburn,SPRINGBURN,-4.228114663,55.88169718,SR,999700,,,,,,,,,,,,false,
SPF,Springfield,SPRINGFIELD,-3.052451731,56.29495602,SR,917500,,,,,,,,,,,,false,false
SQU,Squires Gate,SQUIRES GATE,-3.04942893,53.77677721,NT,266600,,,,,,,,,,,,false,false
SAA,St Albans Abbey,ST ALBANS ABBEY,-0.342569292,51.74473607,LN,156200,,,,,,,,,,,,false,
SAC,St Albans City,ST ALBANS.,-0.32754,51.75048,TL,154800,,,,,,05:45:00.000,22:00:00.000,06:45:00.000,21:15:00.000,07:30:00.000,21:45:00.000,true,true
SAR,St Andrews Road,ST ANDREWS ROAD,-2.696698481,51.51279724,GW,325200,,,,,,,,,,,,false,
SAS,St Annes-on-the-Sea,ST ANNES ON SEA,-3.02912925,53.75340279,NT,267200,,,,,,,,07:30:00.000,14:20:00.000,,,false,false
SAU,St Austell,ST AUSTELL,-4.789405571,50.33950737,GW,353400,,,,,,07:30:00.000,19:00:00.000,07:30:00.000,19:00:00.000,09:45:00.000,16:45:00.000,true,true
SBS,St Bees,ST BEES,-3.591384658,54.49258108,NT,200200,,,,,,,,,,,,false,false
SBF,St Budeaux Ferry Road,ST BUDEAUX FY RD,-4.186644684,50.40138693,GW,359000,,,,,,,,,,,,false,false
SBV,St Budeaux Victoria Road,ST BUDEAUX VA RD,-4.188088002,50.4021693,GW,359200,,,,,,,,,,,,false,
SCR,St Columb Road,ST COLUMB ROAD,-4.940828131,50.39905812,GW,353600,,,,,,,,,,,,false,false
SDN,St Denys,ST DENYS,-1.388193499,50.92204734,SW,591400,,,,,,07:00:00.000,10:45:00.000,,,,,false,false
SER,St Erth,ST ERTH,-5.444317521,50.1704777,GW,353700,,,,,,,,07:30:00.000,14:45:00.000,,,true,true
SGM,St Germans,ST GERMANS,-4.30845147,50.39426531,GW,358600,,,,,,,,,,,,false,false
SNH,St Helens Central,ST HELENS CTL,-2.730304246,53.45313449,NT,234100,,,,,,06:00:00.000,23:00:00.000,,,08:00:00.000,22:00:00.000,true,true
SHJ,St Helens Junction,ST HELENS JN,-2.699863587,53.43354101,NT,234000,,,,,,,,06:05:00.000,23:50:00.000,08:20:00.000,23:35:00.000,false,
SIH,St Helier (London),ST HELIER,-0.19912,51.39,TL,5290200,,,,,,,,,,,,false,false
SIV,St Ives (Cornwall),ST IVES CORNWALL,-5.47678695,50.20864501,GW,353800,,,,,,08:00:00.000,18:00:00.000,,,,,false,false
SJP,St James Park (Exeter),ST JAMES PK EXTR,-3.523164103,50.73068086,GW,575100,,,,,,,,,,,,false,
SJS,St James Street (Walthamstow),ST JAMES ST WSTW,-0.032823574,51.5806709779,LO,697300,,,,,,07:00:00.000,10:00:00.000,,,,,false,
SAJ,St Johns (London),ST JOHNS,-0.023232814,51.46899802,SE,505900,,,,,,07:10:00.000,13:50:00.000,,,,,false,
SKN,St Keyne Wishing Well Halt,ST KEYNE,-4.461615382,50.42305549,GW,357200,,,,,,,,,,,,false,
SLQ,St Leonards Warrior Square,ST LEONARDS W SQ,0.560522005,50.8558633,SE,523900,,,,,,06:00:00.000,19:20:00.000,08:10:00.000,14:50:00.000,,,false,
SMT,St Margarets (Herts),ST MARGARETS HTS,0.001278525,51.7878436,LE,682100,,,,,,06:20:00.000,13:30:00.000,07:45:00.000,15:00:00.000,,,false,
SMG,St Margarets (London),ST MARGARETS LDN,-0.320350685,51.45510669,SW,560400,,,,,,06:20:00.000,19:00:00.000,08:00:00.000,14:00:00.000,09:10:00.000,16:00:00.000,false,false
SMY,St Mary Cray,ST MARY CRAY,0.107257724,51.39477941,SE,507300,,,,,,06:10:00.000,19:30:00.000,06:10:00.000,19:30:00.000,08:15:00.000,16:40:00.000,true,
STM,St Michaels,ST MICHAELS,-2.952804749,53.37561787,ME,224800,,,,,,,,06:01:00.000,00:05:00.000,08:01:00.000,00:05:00.000,true,
SNO,St Neots,ST NEOTS.,-0.24741,52.23158,GN,611000,,,,,,06:15:00.000,19:10:00.000,07:30:00.000,13:55:00.000,08:10:00.000,14:35:00.000,true,true
STA,Stafford,STAFFORD,-2.122036782,52.80390859,VT,126800,,,,,,,,06:00:00.000,20:00:00.000,08:30:00.000,20:00:00.000,true,true
SNS,Staines,STAINES,-0.503156805,51.43245842,SW,567000,,,,,,06:15:00.000,20:00:00.000,06:10:00.000,19:55:00.000,07:10:00.000,18:40:00.000,true,true
SLL,Stallingborough,STALLINGBOROUGH,-0.183667548,53.58711418,EM,628700,,,,,,,,,,,,false,
SYB,Stalybridge,STALYBRIDGE,-2.061892539,53.48439291,TP,298300,,,,,,06:00:00.000,20:00:00.000,06:00:00.000,20:00:00.000,08:15:00.000,19:45:00.000,true,true
SMD,Stamford (Lincs),STAMFORD LINCS,-0.480499424,52.64740704,EM,614000,,,,,,06:20:00.000,12:30:00.000,06:20:00.000,12:30:00.000,11:45:00.000,18:30:00.000,true,
SMH,Stamford Hill,STAMFORD HILL,-0.0766757768,51.5744735869,LO,696800,,,,,,,,,,,,false,
SFO,Stanford-le-Hope,STANFORD LE HOPE,0.4230412837,51.5143671372,CC,745800,,,,,,05:30:00.000,19:15:00.000,06:30:00.000,19:15:00.000,08:15:00.000,16:00:00.000,false,
