CRS Code,Station Name,Sixteen Character Name,Longitude,Latitude,Station Operator,National Location Code,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Postcode,Ticket Office Mon-Fri Start,Ticket Office Mon-Fri End,Ticket Office Sat Start,Ticket Office Sat End,Ticket Office Sun Start,Ticket Office Sun End,Toilets Available,Wheelchairs Available
SNT,Stanlow & Thornton,-,-2.841153819,53.27829475,NT,215900,,,,,,,,,,,,false,
SSD,Stansted Airport,STANSTED AIRPORT,0.26081836,51.8885966,LE,683400,,,,,,,,,,,,true,true
SST,Stansted Mountfitchet,STANSTD MFITCHET,0.19974645,51.90131018,LE,683300,,,,,,06:00:00.000,13:00:00.000,06:00:00.000,13:00:00.000,08:00:00.000,15:00:00.000,true,
SPU,Staplehurst,STAPLEHURST,0.550445835,51.17146994,SE,522800,,,,,,06:00:00.000,19:00:00.000,08:00:00.000,14:40:00.000,08:10:00.000,16:30:00.000,true,true
SRD,Stapleton Road,STAPLETON ROAD,-2.566223864,51.46750636,GW,325000,,,,,,,,,,,,false,false
SBE,Starbeck,STARBECK,-1.501135911,53.99901434,NT,822100,,,,,,,,,,,,false,
SCS,Starcross,STARCROSS,-3.447726133,50.62778455,GW,341300,,,,,,,,,,,,true,false
SVL,Staveley (Cumbria),STAVELEY,-2.819395031,54.37544124,NT,197700,,,,,,,,,,,,false,
SCF,Stechford,STECHFORD.,-1.811034254,52.48482961,WM,104300,,,,,,,,08:00:00.000,17:00:00.000,10:00:00.000,12:00:00.000,false,
SON,Steeton & Silsden,-,-1.944114862,53.90026989,NT,846900,,,,,,,,,,,,false,
SPS,Stepps,STEPPS,-4.14078439,55.889898,SR,984200,,,,,,,,,,,,false,false
SVG,Stevenage,STEVENAGE.,-0.20711,51.90169,GN,609200,,,,,,,,06:30:00.000,21:30:00.000,08:00:00.000,20:15:00.000,true,true
STV,Stevenston,STEVENSTON,-4.750782413,55.63426825,SR,955300,,,,,,,,,,,,false,false
SWR,Stewartby,STEWARTBY,-0.520681291,52.06909177,LN,138600,,,,,,,,,,,,false,
STT,Stewarton,STEWARTON,-4.518043445,55.68214404,SR,955400,,,,,,,,,,,,false,false
STG,Stirling,STIRLING,-3.935616947,56.11979974,SR,988800,,,,,,06:20:00.000,21:00:00.000,06:20:00.000,21:00:00.000,08:50:00.000,22:00:00.000,true,true
SPT,Stockport,STOCKPORT.,-2.163011702,53.40555627,VT,277100,,,,,,05:10:00.000,20:30:00.000,06:30:00.000,19:30:00.000,08:00:00.000,19:30:00.000,true,true
SKS,Stocksfield,STOCKSFIELD,-1.916756206,54.94704693,NT,751300,,,,,,,,,,,,false,
SSM,Stocksmoor,STOCKSMOOR,-1.723472627,53.59437058,NT,845100,,,,,,,,,,,,false,false
STK,Stockton,STOCKTON.,-1.318932714,54.57024897,NT,797500,,,,,,,,,,,,false,false
SKM,Stoke Mandeville,STOKE MANDEVILLE,-0.784084548,51.78780029,CH,146700,,,,,,06:25:00.000,12:55:00.000,06:15:00.000,12:45:00.000,,,,
SKW,Stoke Newington,STOKE NEWINGTON,-0.0728811564,51.5652387025,LO,693400,,,,,,07:30:00.000,10:00:00.000,,,,,false,
SOT,Stoke-on-Trent,STOKE ON TRENT,-2.180988926,53.00799558,VT,131400,,,,,,05:55:00.000,20:00:00.000,06:25:00.000,19:30:00.000,08:55:00.000,20:30:00.000,true,true
SNE,Stone (Staffs),STONE (STAFFS),-2.155042811,52.9083927,WM,131600,,,,,,,,,,,,false,
SCG,Stone Crossing,STONE CROSSING,0.263786194,51.45133235,SE,524800,,,,,,06:45:00.000,10:00:00.000,,,,,false,
SBP,Stonebridge Park,STONEBRIDGE PARK,-0.2758280111,51.5441168147,LT,145400,,,,,,,,,,,,false,
SOG,Stonegate,STONEGATE,0.363883611,51.01996612,SE,524000,,,,,,06:00:00.000,12:40:00.000,,,,,true,
STN,Stonehaven,STONEHAVEN,-2.225305286,56.96681762,SR,896400,,,,,,07:00:00.000,18:00:00.000,08:00:00.000,15:00:00.000,,,true,true
SHU,Stonehouse,STONEHOUSE,-2.279510293,51.74588546,GW,477000,,,,,,06:10:00.000,10:45:00.000,07:10:00.000,10:40:00.000,,,false,false
SNL,Stoneleigh,STONELEIGH,-0.248665136,51.3634013,SW,560600,,,,,,06:10:00.000,13:00:00.000,08:00:00.000,14:00:00.000,08:00:00.000,14:00:00.000,false,false
SBJ,Stourbridge Junction,STOURBRIDGE JN,-2.133850619,52.4475953,WM,464600,,,,,,,,06:00:00.000,21:00:00.000,09:00:00.000,19:00:00.000,true,
SBT,Stourbridge Town,STOURBRIDGE TOWN,-2.141821696,52.45558734,WM,464300,,,,,,07:00:00.000,18:00:00.000,09:00:00.000,18:00:00.000,,,false,
SOI,Stow,STOW,-2.8654726,55.691624,SR,939600,,,,,,,,,,,,false,
SMK,Stowmarket,STOWMARKET.,1.000016541,52.18972565,LE,735500,,,,,,06:15:00.000,19:30:00.000,07:20:00.000,16:30:00.000,09:15:00.000,18:30:00.000,true,true
STR,Stranraer,STRANRAER HBR,-5.024729131,54.90959858,SR,955500,,,,,,,,10:00:00.000,11:45:00.000,09:30:00.000,11:15:00.000,true,
SRA,Stratford (London),STRATFORD LONDON,-0.0036568449,51.5413741484,XR,696900,,,,,,06:15:00.000,21:30:00.000,06:15:00.000,21:30:00.000,06:40:00.000,21:30:00.000,false,true
SFA,Stratford International,STFORDI,-0.008613,51.545037,HS,7222,,,,,,06:15:00.000,22:00:00.000,06:15:00.000,22:00:00.000,09:30:00.000,17:30:00.000,true,true
SAV,Stratford-upon-Avon,STRATFORD U AVON,-1.71629633,52.19425764,WM,455800,,,,,,,,07:00:00.000,18:00:00.000,09:00:00.000,16:00:00.000,true,
STY,Stratford-upon-Avon Parkway,STRATFORDPKWAY,-1.732885,52.207771,WM,6794,,,,,,,,,,,,false,
STC,Strathcarron,STRATHCARRON,-5.428811191,57.42276127,SR,867300,,,,,,,,,,,,false,false
STW,Strawberry Hill,STRAWBERRY HILL,-0.339620394,51.43973402,SW,560700,,,,,,06:15:00.000,13:00:00.000,08:00:00.000,14:45:00.000,09:30:00.000,13:00:00.000,false,false
STE,Streatham (Greater London),STREATHAM.,-0.131546583,51.42581015,SN,538300,,,,,,06:20:00.000,20:00:00.000,06:20:00.000,20:00:00.000,07:45:00.000,16:20:00.000,true,false
SRC,Streatham Common,STREATHAM COMMON,-0.136151833,51.41868917,SN,538400,,,,,,06:15:00.000,20:00:00.000,06:40:00.000,21:00:00.000,08:15:00.000,17:45:00.000,true,false
SRH,Streatham Hill,STREATHAM HILL,-0.128157209,51.4383461,SN,543500,,,,,,06:10:00.000,20:00:00.000,06:40:00.000,20:00:00.000,08:10:00.000,16:45:00.000,true,true
SHC,Streethouse,STREETHOUSE,-1.399894276,53.67632991,NT,854300,,,,,,,,,,,,false,
SRN,Strines,STRINES,-2.032573054,53.37510107,NT,283400,,,,,,,,,,,,false,false
STF,Stromeferry,STROMEFERRY,-5.549452918,57.35235059,SR,867400,,,,,,,,,,,,false,false
SOO,Strood (Kent),STROOD KENT,0.50019436,51.39654864,SE,519100,,,,,,06:00:00.000,19:00:00.000,07:45:00.000,14:00:00.000,08:15:00.000,15:30:00.000,true,true
STD,Stroud (Gloucs),STROUD (GLOS),-2.219392567,51.74457443,GW,477100,,,,,,06:30:00.000,18:00:00.000,07:15:00.000,14:30:00.000,,,true,false
STU,Sturry,STURRY,1.122265331,51.30107408,SE,502900,,,,,,06:30:00.000,10:00:00.000,,,,,false,
SYA,Styal,STYAL,-2.240457225,53.34834611,NT,286800,,,,,,,,,,,,false,
SUY,Sudbury (Suffolk),SUDBURY SUFFOLK,0.735461571,52.03628673,LE,709800,,,,,,,,,,,,false,
SUD,Sudbury & Harrow Road,SUDBURY + HRW RD,-0.315970143,51.5545018,CH,148300,,,,,,,,,,,,false,
SDH,Sudbury Hill Harrow,SUDBURY HILL,-0.336167829,51.55838698,CH,148400,,,,,,,,,,,,false,
SUG,Sugar Loaf,SUG,-3.686969492,52.08228042,AW,4157,,,,,,,,,,,,false,false
SUM,Summerston,SUMMERSTON,-4.291689497,55.89905346,SR,995900,,,,,,,,,,,,false,false
SUU,Sunbury,SUNBURY,-0.41777264,51.4183156,SW,560800,,,,,,06:40:00.000,13:30:00.000,08:00:00.000,14:00:00.000,,,false,false
SUN,Sunderland,SUNDERLAND,-1.382377347,54.905507,NT,764000,,,,,,06:15:00.000,18:00:00.000,06:15:00.000,18:00:00.000,08:00:00.000,17:00:00.000,true,true
SUP,Sundridge Park,SUNDRIDGE PARK,0.020387427,51.4133967,SE,515500,,,,,,06:10:00.000,10:40:00.000,,,,,true,
SNG,Sunningdale,SUNNINGDALE,-0.633036903,51.39194259,SW,567100,,,,,,06:00:00.000,18:45:00.000,07:00:00.000,18:00:00.000,08:50:00.000,16:20:00.000,true,false
SNY,Sunnymeads,SUNNYMEADS,-0.559005825,51.46990139,SW,567500,,,,,,,,,,,,false,false
SUR,Surbiton,SURBITON,-0.303959858,51.39246129,SW,557100,,,,,,06:30:00.000,20:30:00.000,06:30:00.000,20:00:00.000,07:30:00.000,20:00:00.000,true,true
SQE,Surrey Quays,SURREYQ,-0.048142,51.492791,LO,1083,,,,,,07:00:00.000,10:00:00.000,,,,,false,false
SUO,Sutton (London),SUTTON LONDON,-0.191213151,51.35953356,SN,538500,,,,,,06:00:00.000,21:00:00.000,06:00:00.000,21:00:00.000,07:10:00.000,21:00:00.000,true,false
SUT,Sutton Coldfield,SUTTON COLDFIELD,-1.824852952,52.56495316,WM,104400,,,,,,,,08:00:00.000,20:00:00.000,09:00:00.000,17:00:00.000,false,
SUC,Sutton Common,SUTTON COMMON,-0.19682,51.37557,TL,543600,,,,,,,,,,,,false,false
SPK,Sutton Parkway,SUTTON PARKWAY,-1.245645184,53.11420865,EM,186100,,,,,,,,,,,,false,
SWL,Swale,SWALE,0.747147474,51.38923548,SE,524900,,,,,,,,,,,,false,
SAY,Swanley,SWANLEY,0.169237354,51.39338728,SE,507500,,,,,,06:00:00.000,18:30:00.000,07:00:00.000,19:00:00.000,08:00:00.000,14:30:00.000,true,true
SWM,Swanscombe,SWANSCOMBE,0.309545118,51.44907248,SE,515600,,,,,,06:10:00.000,12:50:00.000,08:40:00.000,15:20:00.000,,,false,
SWA,Swansea,SWANSEA.,-3.941576226,51.62514381,AW,422200,,,,,,05:15:00.000,20:00:00.000,06:15:00.000,20:00:00.000,08:00:00.000,20:00:00.000,true,true
SNW,Swanwick,SWANWICK,-1.265855068,50.87565884,SW,592000,,,,,,06:00:00.000,18:15:00.000,07:15:00.000,15:00:00.000,10:00:00.000,14:30:00.000,true,false
SWY,Sway,SWAY,-1.610008474,50.78469022,SW,588400,,,,,,06:35:00.000,10:00:00.000,,,,,true,false
SWG,Swaythling,SWAYTHLING,-1.376413966,50.94113949,SW,593300,,,,,,06:30:00.000,11:00:00.000,,,,,false,false
SWD,Swinderby,SWINDERBY,-0.70268215,53.16958189,EM,635500,,,,,,,,,,,,false,
SWI,Swindon (Wilts),SWINDON (WILTS).,-1.785510103,51.56547293,GW,333300,,,,,,06:30:00.000,20:30:00.000,06:30:00.000,19:30:00.000,08:00:00.000,20:00:00.000,,true
SWE,Swineshead,SWINESHEAD,-0.187156156,52.96983174,EM,622800,,,,,,,,,,,,false,
SNN,Swinton (Manchester),SWINTON MANCHR,-2.337463925,53.51484469,NT,280000,,,,,,06:20:00.000,12:50:00.000,07:20:00.000,13:50:00.000,,,false,
SWN,Swinton (South Yorks),SWINTON S YORKS,-1.305824829,53.48625823,NT,668600,,,,,,07:00:00.000,13:30:00.000,07:00:00.000,13:30:00.000,,,true,false
SYD,Sydenham (London),SYDENHAM LONDON,-0.0542380452,51.4272498924,LO,543700,,,,,,06:10:00.000,20:00:00.000,06:10:00.000,20:05:00.000,08:10:00.000,15:45:00.000,false,true
SYH,Sydenham Hill,SYDENHAM HILL,-0.080334335,51.43271634,SE,508500,,,,,,06:40:00.000,20:00:00.000,09:00:00.000,15:50:00.000,,,false,
SYL,Syon Lane,SYON LANE,-0.32513115,51.48179326,SW,560900,,,,,,,,,,,,false,false
SYS,Syston,SYSTON,-1.082139486,52.6946713,EM,190000,,,,,,,,,,,,false,
TAC,Tackley,TACKLEY,-1.297226956,51.88132548,GW,319500,,,,,,,,,,,,false,false
TAD,Tadworth,TADWORTH,-0.23596467,51.29163611,SN,538600,,,,,,06:00:00.000,10:30:00.000,,,,,false,false
TAF,Taffs Well,TAFFS WELL,-3.262949451,51.54079864,AW,388000,,,,,,,,,,,,false,false
TAI,Tain,TAIN,-4.052128422,57.81427038,SR,867600,,,,,,,,,,,,false,false
TLC,Tal-y-Cafn,TAL Y CAFN,-3.818280351,53.22837926,AW,246300,,,,,,,,,,,,false,false
TAL,Talsarnau,TALSARNAU,-4.068166336,52.90432506,AW,447900,,,,,,,,,,,,false,false
TLB,Talybont,TALYBONT,-4.09660964,52.77264337,AW,435500,,,,,,,,,,,,false,false
TAB,Tame Bridge Parkway,TAME BRIDGE PWY,-1.976209995,52.55294368,WM,101000,,,,,,06:00:00.000,19:00:00.000,07:00:00.000,19:00:00.000,10:00:00.000,16:00:00.000,false,
TAM,Tamworth,TAMWORTH,-1.687269406,52.63712963,LN,132200,,,,,,06:10:00.000,20:00:00.000,06:10:00.000,20:00:00.000,09:15:00.000,16:45:00.000,true,true
TAP,Taplow,TAPLOW,-0.68136745,51.5235594,XR,315100,,,,,,06:30:00.000,13:00:00.000,,,,,true,true
TAT,Tattenham Corner,TATTENHAM CORNER,-0.242609371,51.30918237,SN,538700,,,,,,05:50:00.000,22:30:00.000,09:10:00.000,16:25:00.000,09:10:00.000,16:25:00.000,true,false
TAU,Taunton,TAUNTON.,-3.102132918,51.02365625,GW,347100,,,,,,06:30:00.000,19:00:00.000,06:30:00.000,19:00:00.000,08:00:00.000,19:00:00.000,true,true
TAY,Taynuilt,TAYNUILT,-5.239592133,56.43078559,SR,872700,,,,,,,,,,,,false,false
TED,Teddington,TEDDINGTON,-0.332691888,51.42452799,SW,557200,,,,,,06:40:00.000,20:25:00.000,06:40:00.000,20:25:00.000,08:45:00.000,18:00:00.000,false,false
TEA,Teesside Airport,TEESSIDE AIRPORT,-1.425312602,54.51813568,NT,752100,,,,,,,,,,,,false,
TGM,Teignmouth,TEIGNMOUTH,-3.494686366,50.54804676,GW,343000,,,,,,07:10:00.000,19:00:00.000,07:00:00.000,14:00:00.000,,,true,true
TFC,Telford Central,TELFORD.,-2.440981963,52.68112339,WM,469100,,,,,,06:00:00.000,19:00:00.000,06:00:00.000,19:00:00.000,10:00:00.000,17:00:00.000,true,
TMC,Templecombe,TEMPLECOMBE,-2.417513122,51.00113031,SW,583700,,,,,,06:00:00.000,11:00:00.000,09:00:00.000,12:00:00.000,,,false,false
TEN,Tenby,TENBY,-4.70645,51.6717,AW,411000,,,,,,,,,,,,false,false
TEY,Teynham,TEYNHAM,0.807440692,51.33338995,SE,519300,,,,,,06:30:00.000,09:30:00.000,,,,,false,
THD,Thames Ditton,THAMES DITTON,-0.33901409,51.38900668,SW,561000,,,,,,06:40:00.000,13:00:00.000,08:00:00.000,13:00:00.000,,,false,false
THP,Thanet Parkway,THANETP,1.3579215,51.3324511,SE,204100,,,,,,,,,,,,true,false
THA,Thatcham,THATCHAM,-1.243189177,51.39383879,GW,315200,,,,,,06:00:00.000,12:30:00.000,06:50:00.000,13:20:00.000,,,false,false
THH,Thatto Heath,THATTO HEATH,-2.759374859,53.43659332,NT,226400,,,,,,,,05:50:00.000,23:35:00.000,08:10:00.000,23:30:00.000,false,false
THW,The Hawthorns,THE HAWTHORNS.,-1.964007294,52.50538276,WM,452300,,,,,,,,09:00:00.000,16:00:00.000,,,true,
TLK,The Lakes (Warks),THE LAKES,-1.845769488,52.35947415,WM,453800,,,,,,,,,,,,false,
THE,Theale,THEALE,-1.074967204,51.43344686,GW,315300,,,,,,06:30:00.000,13:00:00.000,07:00:00.000,13:30:00.000,,,false,false
TEO,Theobalds Grove,THEOBALDS GROVE,-0.0348236151,51.6924570037,LO,694900,,,,,,,,,,,,false,
TTF,Thetford,THETFORD.,0.745078426,52.41914509,LE,720300,,,,,,07:00:00.000,13:30:00.000,07:00:00.000,13:30:00.000,,,true,true
THI,Thirsk,THIRSK,-1.372589271,54.22822386,TP,819100,,,,,,06:00:00.000,19:45:00.000,06:00:00.000,19:45:00.000,08:45:00.000,17:30:00.000,false,true
TBY,Thornaby,THORNABY.,-1.300710445,54.55945018,TP,797600,,,,,,05:45:00.000,19:00:00.000,05:45:00.000,19:00:00.000,08:15:00.000,15:45:00.000,true,true
TNN,Thorne North,THORNE NORTH,-0.972324106,53.61607518,NT,653000,,,,,,07:00:00.000,17:30:00.000,,,,,true,false
TNS,Thorne South,THORNE SOUTH,-0.954637509,53.60379593,NT,653100,,,,,,,,,,,,false,
THO,Thornford,THORNFORD,-2.57972607,50.91195034,GW,584900,,,,,,,,,,,,false,false
THB,Thornliebank,THORNLIEBANK,-4.311688912,55.81086816,SR,981200,,,,,,,,,,,,false,false
TNA,Thornton Abbey,THORNTON ABBEY,-0.323493815,53.65397075,EM,621000,,,,,,,,,,,,false,
TTH,Thornton Heath,THORNTON HEATH,-0.101001212,51.3992396,SN,538800,,,,,,06:15:00.000,20:00:00.000,06:40:00.000,21:00:00.000,08:15:00.000,17:45:00.000,true,false
THT,Thorntonhall,THORNTONHALL,-4.251155831,55.76867034,SR,982500,,,,,,,,,,,,false,false
TPB,Thorpe Bay,THORPE BAY,0.7617431863,51.5375737603,CC,746000,,,,,,05:30:00.000,17:15:00.000,07:00:00.000,15:45:00.000,08:00:00.000,15:45:00.000,true,
TPC,Thorpe Culvert,THORPE CULVERT,0.199481891,53.12279894,EM,626700,,,,,,,,,,,,false,
TLS,Thorpe-le-Soken,THORPE LE SOKEN,1.161641452,51.84777684,LE,685700,,,,,,,,,,,,true,true
TBD,Three Bridges,THREE BRIDGES,-0.161183058,51.11691722,SN,549100,,,,,,05:55:00.000,22:15:00.000,05:55:00.000,22:15:00.000,06:40:00.000,20:45:00.000,true,true
TOK,Three Oaks,THREE OAKS,0.61337309,50.90088723,SN,502800,,,,,,,,,,,,false,false
THU,Thurgarton,THURGARTON,-0.962023239,53.02922431,EM,620300,,,,,,,,,,,,false,
THC,Thurnscoe,THURNSCOE,-1.308786923,53.54506234,NT,828200,,,,,,,,,,,,false,
THS,Thurso,THURSO,-3.527556041,58.58998665,SR,867700,,,,,,09:50:00.000,16:54:00.000,10:10:00.000,16:54:00.000,,,true,false
TRS,Thurston,THURSTON,0.809509861,52.25026767,LE,735600,,,,,,,,,,,,false,
TIL,Tilbury Town,TILBURY TOWN.,0.3540417321,51.4623607916,CC,746200,,,,,,05:10:00.000,19:15:00.000,06:15:00.000,19:30:00.000,08:10:00.000,16:15:00.000,true,
THL,Tile Hill,TILE HILL.,-1.596851679,52.39511859,WM,103500,,,,,,,,08:00:00.000,19:00:00.000,08:30:00.000,14:00:00.000,false,
TLH,Tilehurst,TILEHURST,-1.029822977,51.47150508,GW,315400,,,,,,06:25:00.000,12:55:00.000,07:00:00.000,13:30:00.000,,,true,false
TIP,Tipton,TIPTON.,-2.065702345,52.53045253,WM,115900,,,,,,07:00:00.000,14:00:00.000,08:00:00.000,16:00:00.000,11:00:00.000,14:00:00.000,false,
TIR,Tir-Phil,TIR PHIL,-3.246390272,51.7209057,AW,402500,,,,,,,,,,,,false,false
TIS,Tisbury,TISBURY,-2.079012098,51.06083999,SW,579800,,,,,,06:00:00.000,12:05:00.000,06:40:00.000,10:00:00.000,,,true,false
TVP,Tiverton Parkway,TIVERTON PARKWAY,-3.359957026,50.9175286,GW,347400,,,,,,06:05:00.000,18:00:00.000,07:05:00.000,17:00:00.000,09:00:00.000,17:00:00.000,true,true
TOD,Todmorden,TODMORDEN,-2.099654001,53.71383521,NT,267700,,,,,,06:40:00.000,20:30:00.000,06:40:00.000,20:30:00.000,09:40:00.000,17:00:00.000,false,
TOL,Tolworth,TOLWORTH,-0.279679278,51.37681954,SW,557300,,,,,,06:30:00.000,10:30:00.000,,,,,false,false
TPN,Ton Pentre,TON PENTRE,-3.486204606,51.64779844,AW,389700,,,,,,,,,,,,false,false
TON,Tonbridge,TONBRIDGE.,0.27077344,51.19143689,SE,522900,,,,,,05:40:00.000,21:40:00.000,05:40:00.000,21:10:00.000,06:30:00.000,21:30:00.000,true,true
TDU,Tondu,TONDU,-3.59519,51.5474,AW,427100,,,,,,,,,,,,false,false
TNF,Tonfanau,TONFANAU,-4.123713236,52.61355963,AW,443200,,,,,,,,,,,,false,false
TNP,Tonypandy,TONYPANDY,-3.448885591,51.61975969,AW,388200,,,,,,,,,,,,false,false
TOO,Tooting,TOOTING.,-0.16099,51.41989,TL,538900,,,,,,06:20:00.000,12:50:00.000,10:30:00.000,17:00:00.000,,,false,false
TOP,Topsham,TOPSHAM,-3.463675278,50.68604362,GW,575800,,,,,,,,,,,,false,false
TQY,Torquay,TORQUAY,-3.54366854,50.46116534,GW,343400,,,,,,07:10:00.000,17:00:00.000,07:00:00.000,17:00:00.000,09:40:00.000,17:10:00.000,true,true
TRR,Torre,TORRE,-3.546441301,50.4731714,GW,343200,,,,,,,,,,,,false,
TOT,Totnes,TOTNES.,-3.688721847,50.43584686,GW,355800,,,,,,07:25:00.000,16:10:00.000,07:25:00.000,15:45:00.000,09:25:00.000,17:00:00.000,true,true
TCR,Tottenham Court Road (Elizabeth line),TOTTENHAMCTRD,-0.13058815729320106,51.516283369092925,LT,6556,,,,,,,,,,,,true,
TOM,Tottenham Hale,TOTTENHAM HALE,-0.059922399,51.58831639,LE,695100,,,,,,06:10:00.000,19:10:00.000,,,,,true,true
TTN,Totton,TOTTON,-1.482139753,50.91800544,SW,592100,,,,,,05:40:00.000,10:00:00.000,,,,,false,false
TWN,Town Green,TOWN GREEN,-2.904490485,53.54282147,ME,228300,,,,,,,,,,,,true,
TRA,Trafford Park,TRAFFORD PARK,-2.311688825,53.45496887,NT,296900,,,,,,,,,,,,false,
TRF,Trefforest,TREFFOREST,-3.325130833,51.59145801,AW,388700,,,,,,06:00:00.000,18:00:00.000,08:00:00.000,14:30:00.000,,,true,false
TRE,Trefforest Estate,TREFFOREST EST,-3.290260312,51.5682872,AW,388600,,,,,,,,,,,,false,false
TRH,Trehafod,TREHAFOD,-3.380989064,51.61014718,AW,388800,,,,,,,,,,,,false,false
TRB,Treherbert,TREHERBERT,-3.536321025,51.67224166,AW,388900,,,,,,,,,,,,false,false
TRY,Treorchy,TREORCHY,-3.505751584,51.65753073,AW,389100,,,,,,,,,,,,false,false
TRM,Trimley,TRIMLEY,1.319555915,51.9765436,LE,722500,,,,,,,,,,,,false,
TRI,Tring,TRING,-0.622433028,51.8007459,LN,139300,,,,,,06:00:00.000,19:00:00.000,07:15:00.000,14:00:00.000,08:00:00.000,15:00:00.000,false,
TRD,Troed-y-rhiw,TROED Y RHIW,-3.346756999,51.71242473,AW,427600,,,,,,,,,,,,false,
TRN,Troon,TROON,-4.655290297,55.54279764,SR,956200,,,,,,,,07:45:00.000,15:30:00.000,10:15:00.000,14:00:00.000,true,false
TRO,Trowbridge,TROWBRIDGE,-2.21434677,51.31982565,GW,334800,,,,,,06:40:00.000,13:10:00.000,06:40:00.000,14:50:00.000,09:20:00.000,16:50:00.000,true,false
TRU,Truro,TRURO.,-5.064866947,50.26382962,GW,354000,,,,,,06:45:00.000,20:05:00.000,06:40:00.000,19:05:00.000,09:15:00.000,18:30:00.000,true,true
TUL,Tulloch,TULLOCH,-4.701316764,56.88425855,SR,883700,,,,,,,,,,,,false,false
TUH,Tulse Hill,TULSE HILL,-0.105075902,51.43977376,SN,539000,,,,,,06:20:00.000,20:00:00.000,06:45:00.000,20:00:00.000,07:10:00.000,15:45:00.000,true,false
TBW,Tunbridge Wells,TUNBRIDGE WELLS,0.262823237,51.13022674,SE,523000,,,,,,05:55:00.000,21:40:00.000,06:30:00.000,20:40:00.000,07:45:00.000,21:55:00.000,true,true
TUR,Turkey Street,TURKEY STREET,-0.0472089578,51.6726369884,LO,695200,,,,,,06:30:00.000,10:00:00.000,09:45:00.000,13:00:00.000,,,false,
TUT,Tutbury & Hatton,-,-1.682087757,52.86437892,EM,178300,,,,,,,,,,,,false,
TWB,Tweedbank,TWDBANK,-2.7598488,55.604801,SR,950000,,,,,,,,,,,,true,
TWI,Twickenham,TWICKENHAM,-0.329159686,51.45037655,SW,557400,,,,,,06:40:00.000,20:20:00.000,06:40:00.000,20:20:00.000,07:40:00.000,19:10:00.000,true,true
TWY,Twyford,TWYFORD,-0.863294993,51.47553018,GW,315500,,,,,,06:00:00.000,19:00:00.000,06:45:00.000,15:30:00.000,08:15:00.000,15:00:00.000,true,true
TYC,Ty Croes,TY CROES,-4.474753946,53.22257541,AW,243900,,,,,,,,,,,,false,false
TGS,Ty Glas,TY GLAS,-3.19654418,51.5215412,AW,381700,,,,,,,,,,,,false,false
TYG,Tygwyn,TYGWYN,-4.078666757,52.89380186,AW,435700,,,,,,,,,,,,false,false
TYL,Tyndrum Lower,TYNDRUM LOWER,-4.714805349,56.43332737,SR,872800,,,,,,,,,,,,false,
TYS,Tyseley,TYSELEY.,-1.839111203,52.4541245,WM,451800,,,,,,07:00:00.000,09:00:00.000,,,,,false,
TYW,Tywyn,TYWYN,-4.09338,52.58549,AW,443300,,,,,,,,,,,,false,false
UCK,Uckfield,UCKFIELD,0.096456894,50.96867258,SN,533400,,,,,,05:50:00.000,12:25:00.000,06:25:00.000,13:00:00.000,,,true,false
UDD,Uddingston,UDDINGSTON,-4.08668628,55.82352079,SR,977600,,,,,,,,07:30:00.000,18:45:00.000,09:10:00.000,16:30:00.000,true,false
ULC,Ulceby,ULCEBY,-0.302046812,53.61905841,EM,621100,,,,,,,,,,,,false,
ULL,Ulleskelf,ULLESKELF,-1.213971008,53.85362212,NT,826100,,,,,,,,,,,,false,
ULV,Ulverston,ULVERSTON,-3.097920025,54.19159088,NT,201000,,,,,,,,05:00:00.000,00:15:00.000,08:00:00.000,23:15:00.000,true,true
UMB,Umberleigh,UMBERLEIGH,-3.98292199,50.99674639,GW,582600,,,,,,,,,,,,false,false
UNI,University (Birmingham),UNIVERSITY BIRM,-1.936681677,52.45125019,WM,450400,,,,,,07:00:00.000,20:00:00.000,08:00:00.000,19:00:00.000,10:00:00.000,16:00:00.000,,
UHA,Uphall,UPHALL,-3.502106809,55.91903662,SR,937300,,,,,,,,,,,,false,false
UPL,Upholland,UPHOLLAND,-2.741404202,53.52839306,NT,236400,,,,,,,,,,,,false,
UPM,Upminster,UPMINSTER.,0.2519216008,51.5593632504,CC,746400,,,,,,05:15:00.000,22:00:00.000,06:15:00.000,22:00:00.000,06:45:00.000,22:00:00.000,false,true
UPH,Upper Halliford,UPPER HALLIFORD,-0.43089616,51.41306951,SW,561300,,,,,,06:10:00.000,10:00:00.000,,,,,false,false
UHL,Upper Holloway,UPPER HOLLOWAY,-0.1290758459,51.563630354,LO,152400,,,,,,,,,,,,false,
UTY,Upper Tyndrum,UPPER TYNDRUM,-4.703705412,56.43464844,SR,883800,,,,,,,,,,,,false,
UWL,Upper Warlingham,UPPER WARLINGHAM,-0.077947217,51.30851045,SN,539100,,,,,,06:35:00.000,19:55:00.000,07:25:00.000,14:00:00.000,08:10:00.000,15:45:00.000,true,false
UPT,Upton (Merseyside),UPTON MERSEYSIDE,-3.084755805,53.38617781,AW,214100,,,,,,,,,,,,false,false
UPW,Upwey,UPWEY,-2.466146876,50.64825691,SW,596700,,,,,,,,,,,,false,false
URM,Urmston,URMSTON,-2.353800379,53.44828978,NT,293800,,,,,,06:15:00.000,12:45:00.000,07:00:00.000,13:30:00.000,,,false,
